sex,age,cause,ci_rate,provenance
F,65,ami,0.002878741,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,65,stroke,0.003948544,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,65,other,0.001475038,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,65,ltc,0.0012,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,66,cancer,0.007414337,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,66,ami,0.003076968,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,66,stroke,0.004156928,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,66,other,0.001538064,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,66,ltc,0.001368,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,67,cancer,0.007593045,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,67,ami,0.003267016,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,67,stroke,0.00435386,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,67,other,0.001597462,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,67,ltc,0.00155952,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,68,cancer,0.007757563,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,68,ami,0.003448076,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,68,stroke,0.004539064,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,68,other,0.001653194,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,68,ltc,0.001777853,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,69,cancer,0.007908674,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,69,ami,0.003619593,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,69,stroke,0.004712473,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,69,other,0.001705278,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,69,ltc,0.002026752,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,70,cancer,0.00804719,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,70,ami,0.003781241,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,70,stroke,0.004874199,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,70,other,0.001753776,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,70,ltc,0.002310497,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,71,cancer,0.008173926,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,71,ami,0.003932888,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,71,stroke,0.005024492,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,71,other,0.001798787,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,71,ltc,0.002633967,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,72,cancer,0.008289695,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,72,ami,0.004074563,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,72,stroke,0.005163714,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,72,other,0.001840437,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,72,ltc,0.003002723,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,73,cancer,0.008395288,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,73,ami,0.004206429,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,73,stroke,0.005292309,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,73,other,0.001878873,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,73,ltc,0.003423104,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,74,cancer,0.008491472,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,74,ami,0.004328753,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,74,stroke,0.00541078,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,74,other,0.001914256,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,74,ltc,0.003902338,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,75,cancer,0.008578979,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,75,ami,0.004441884,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,75,stroke,0.00551967,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,75,other,0.001946756,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,75,ltc,0.004448666,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,76,cancer,0.008658506,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,76,ami,0.004546227,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,76,stroke,0.005619544,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,76,other,0.001976549,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,76,ltc,0.005071479,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,77,cancer,0.00873071,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,77,ami,0.00464223,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,77,stroke,0.005710974,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,77,other,0.002003811,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,77,ltc,0.005781486,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,78,cancer,0.008796209,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,78,ami,0.004730364,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,78,stroke,0.005794533,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,78,other,0.002028716,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,78,ltc,0.006590894,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,79,cancer,0.008855577,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,79,ami,0.004811115,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,79,stroke,0.00587078,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,79,other,0.002051435,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,79,ltc,0.007513619,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,80,cancer,0.008909352,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,80,ami,0.004884969,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,80,stroke,0.00594026,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,80,other,0.002072131,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,80,ltc,0.008565526,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,81,cancer,0.008958028,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,81,ami,0.004952406,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,81,stroke,0.006003495,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,81,other,0.002090963,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,81,ltc,0.009764699,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,82,cancer,0.009002064,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,82,ami,0.005013895,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,82,stroke,0.006060982,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,82,other,0.002108079,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,82,ltc,0.011131757,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,83,cancer,0.009041881,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,83,ami,0.005069888,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,83,stroke,0.00611319,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,83,other,0.002123621,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,83,ltc,0.012690203,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,84,cancer,0.009077867,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,84,ami,0.005120816,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,84,stroke,0.006160562,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,84,other,0.002137721,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,84,ltc,0.014466831,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,85,cancer,0.009110377,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,85,ami,0.005167088,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,85,stroke,0.006203511,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,85,other,0.002150503,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,85,ltc,0.016492188,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,86,cancer,0.009139736,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,86,ami,0.005209091,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,86,stroke,0.006242421,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,86,other,0.002162081,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,86,ltc,0.018801094,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,87,cancer,0.009166239,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,87,ami,0.005247185,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,87,stroke,0.006277648,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,87,other,0.002172563,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,87,ltc,0.021433247,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,88,cancer,0.009190158,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,88,ami,0.005281707,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
F,88,stroke,0.006309523,[std] extrapolation above [S3]'s age-60 anchor with the 40-to-60 log-slope decaying geometrically at 0.90 a year; continuing the undamped slope gives a cancer rate above 1 before age 100
